SYMBOL,EXPIRY_DT,"SUM CE,OPEN_INT","SUM PE,OPEN_INT","%D_CE,OPEN_INT","%D_PE,OPEN_INT","%D_XX,OPEN_INT",PCR,"XX,OPEN_INT","XX,CLOSE","D_XX,CLOSE","XX,VAL_INLAKH",DELIV_PER,"SUM CE,CONTRACTS","SUM PE,CONTRACTS",PCV,"%D_SUM CE,CONTRACTS","%D_SUM PE,CONTRACTS",DAY
TECHM,29-Dec-2022,0,3600,0.0000,0.5000,0.0826,0.0000,70800,1024.9,2.550000000000068,281.85," 45.96",0,2,0.0000,0.0000,0.0000,Day1
TITAN,27-Oct-2022,4480500,2262000,-0.0289,0.0030,-0.0200,0.5049,4763250,2631.6,7,21207.64," 57.02",11574,5030,0.4346,-0.4672,-0.3855,Day1
TITAN,24-Nov-2022,82500,85125,0.2644,0.1947,0.0446,1.0318,289875,2641.6,6.400000000000091,2216.03," 57.02",102,108,1.0588,-0.3377,0.0189,Day1
TITAN,29-Dec-2022,375,1125,0.0000,0.0000,-0.0333,3.0000,21750,2660,12.050000000000182,69.39," 57.02",0,0,0.0000,-1.0000,0.0000,Day1
TORNTPHARM,27-Oct-2022,249000,67000,0.0143,0.0308,0.0000,0.2691,1718000,1586.55,-14.400000000000091,5400.77," 61.49",305,70,0.2295,-0.3711,1.9167,Day1
TORNTPHARM,24-Nov-2022,0,500,0.0000,0.0000,0.2414,0.0000,18000,1591.55,-14.400000000000091,311.02," 61.49",0,1,0.0000,0.0000,0.0000,Day1
TORNTPHARM,29-Dec-2022,0,0,0.0000,0.0000,0.0000,0.0000,0,1569.45,0,0," 61.49",0,0,0.0000,0.0000,0.0000,Day1
TORNTPOWER,27-Oct-2022,469500,216000,-0.0095,0.0070,0.0092,0.4601,3784500,482.85,3.2000000000000455,2600.23," 26.20",173,14,0.0809,0.2910,0.0769,Day1
TORNTPOWER,24-Nov-2022,1500,6000,0.0000,0.3333,-0.0175,4.0000,84000,483.2,3.099999999999966,122.71," 26.20",0,1,0.0000,-1.0000,0.0000,Day1
TORNTPOWER,29-Dec-2022,0,7500,0.0000,0.0000,0.0000,0.0000,6000,486,0,0," 26.20",0,0,0.0000,0.0000,0.0000,Day1
TRENT,27-Oct-2022,740225,271150,0.0313,-0.0459,-0.0012,0.3663,4398575,1378.3,-5.75,15830.92," 30.04",5608,2124,0.3787,1.4781,0.6189,Day1
TRENT,24-Nov-2022,3625,725,0.2500,0.0000,0.2121,0.2000,145000,1383.2,-6.099999999999909,1536.27," 30.04",3,1,0.3333,0.0000,0.0000,Day1
TRENT,29-Dec-2022,0,0,0.0000,0.0000,0.0000,0.0000,725,1442.35,0,0," 30.04",0,0,0.0000,0.0000,0.0000,Day1
TVSMOTOR,27-Oct-2022,5811400,3953600,-0.0128,0.0050,-0.0156,0.6803,5566400,1078.5,1.25,31065.92," 41.61",5759,3539,0.6145,-0.5100,-0.1964,Day1
TVSMOTOR,24-Nov-2022,233800,212800,0.0915,0.0411,0.1714,0.9102,344400,1075.45,3.1000000000001364,2714.29," 41.61",78,29,0.3718,0.2787,0.0741,Day1
TVSMOTOR,29-Dec-2022,0,0,0.0000,0.0000,0.0889,0.0000,68600,1067.95,0.7999999999999545,104.53," 41.61",0,0,0.0000,0.0000,0.0000,Day1
UBL,27-Oct-2022,579200,216400,-0.0591,-0.0815,-0.0079,0.3736,1052000,1671.6,16.949999999999818,3117.47," 38.15",933,195,0.2090,-0.2619,0.3356,Day1
UBL,24-Nov-2022,400,0,0.0000,0.0000,0.1733,0.0000,70400,1666.85,18.25,479.33," 38.15",0,0,0.0000,0.0000,0.0000,Day1
UBL,29-Dec-2022,0,0,0.0000,0.0000,-0.0833,0.0000,4400,1660,11.450000000000045,6.64," 38.15",0,0,0.0000,0.0000,0.0000,Day1
ULTRACEMCO,27-Oct-2022,863600,433800,-0.0092,0.1268,0.0331,0.5023,1911700,6286.55,95.69999999999982,56718.97," 42.15",23973,10776,0.4495,1.6797,3.0119,Day1
ULTRACEMCO,24-Nov-2022,33200,48000,0.1815,0.0619,0.7136,1.4458,69400,6310.75,93.64999999999964,5727.31," 42.15",358,342,0.9553,3.7105,6.4348,Day1
ULTRACEMCO,29-Dec-2022,0,1300,0.0000,0.0000,0.0000,0.0000,2100,6343.05,70.5,68.59," 42.15",0,2,0.0000,0.0000,0.0000,Day1
UPL,27-Oct-2022,8295300,4375800,0.0216,0.0042,-0.0345,0.5275,23745800,678.05,-0.5500000000000682,24560.2," 37.87",7413,2477,0.3341,-0.4303,-0.4725,Day1
UPL,24-Nov-2022,365300,214500,0.1377,0.2595,0.5345,0.5872,1041300,680.8,-0.8000000000000682,5336.96," 37.87",249,69,0.2771,-0.1889,0.0455,Day1
UPL,29-Dec-2022,1300,1300,0.0000,0.0000,0.4074,1.0000,49400,685.1,0.10000000000002274,231.54," 37.87",0,0,0.0000,0.0000,0.0000,Day1
VEDL,27-Oct-2022,26052400,13102150,0.0581,0.0017,0.0164,0.5029,29462400,280.45,-7.650000000000034,35353.94," 30.02",19867,10880,0.5476,0.1373,0.0977,Day1
VEDL,24-Nov-2022,1244650,644800,0.5870,0.4964,0.4895,0.5181,2528050,281.7,-7.5,4506.23," 30.02",823,269,0.3269,1.0730,1.4018,Day1
VEDL,29-Dec-2022,3100,1550,0.0000,0.0000,0.0714,0.5000,116250,282.95,-7.350000000000023,179.59," 30.02",0,0,0.0000,0.0000,-1.0000,Day1
VOLTAS,27-Oct-2022,2348000,1225500,-0.0049,0.0020,-0.0150,0.5219,3685000,871.4,-1.4500000000000455,7827.44," 43.52",5885,2386,0.4054,0.1255,0.3642,Day1
VOLTAS,24-Nov-2022,116000,123000,0.1600,0.0558,0.1429,1.0603,332000,874.2,-1.0499999999999545,1179.23," 43.52",127,68,0.5354,-0.2209,-0.3267,Day1
VOLTAS,29-Dec-2022,2500,0,0.2500,0.0000,0.0658,0.0000,40500,874.45,-3.449999999999932,96.08," 43.52",2,0,0.0000,0.0000,0.0000,Day1
WHIRLPOOL,27-Oct-2022,89600,63700,0.0535,0.0111,0.0196,0.7109,674800,1559.8,-10.350000000000136,2633," 78.24",86,13,0.1512,-0.3385,-0.0714,Day1
WHIRLPOOL,24-Nov-2022,1750,2800,0.0000,0.0000,0.5366,1.6000,22050,1563.8,-12.150000000000091,416.43," 78.24",0,1,0.0000,0.0000,-0.6667,Day1
WHIRLPOOL,29-Dec-2022,0,0,0.0000,0.0000,0.0000,0.0000,350,1581,0,0," 78.24",0,0,0.0000,0.0000,0.0000,Day1
WIPRO,27-Oct-2022,50908000,20855000,-0.0173,-0.0321,-0.0443,0.4097,38838000,376.3,-0.8999999999999773,47982.5," 38.74",60956,22935,0.3763,-0.3664,-0.4662,Day1
WIPRO,24-Nov-2022,5126000,2604000,0.1653,0.1312,0.0726,0.5080,8246000,377.35,-0.8499999999999659,12126.53," 38.74",4098,1315,0.3209,-0.1062,-0.3372,Day1
WIPRO,29-Dec-2022,233000,109000,0.2394,0.3625,0.0979,0.4678,1110000,378.65,-1.0500000000000114,1727.47," 38.74",71,41,0.5775,-0.5203,0.1081,Day1
ZEEL,27-Oct-2022,44079000,21843000,-0.0029,-0.0317,-0.0050,0.4955,91023000,264.25,-3.5500000000000114,47330.69," 30.09",14495,5090,0.3512,0.1236,0.0337,Day1
ZEEL,24-Nov-2022,3138000,1800000,0.3393,0.2422,0.3043,0.5736,3768000,264.75,-4.199999999999989,5982.47," 30.09",698,229,0.3281,0.9335,1.0088,Day1
ZEEL,29-Dec-2022,18000,21000,-0.1429,0.0000,0.0175,1.1667,174000,266.8,-3.9499999999999886,209.41," 30.09",1,0,0.0000,-0.7500,0.0000,Day1
ZYDUSLIFE,27-Oct-2022,4512600,3299400,0.0321,-0.0353,-0.0429,0.7312,11872800,418.7,5.399999999999977,11179.34," 45.66",2557,1085,0.4243,0.8651,0.6540,Day1
ZYDUSLIFE,24-Nov-2022,75600,82800,0.3125,0.2432,0.1522,1.0952,477000,420.6,5.650000000000034,783.91," 45.66",15,28,1.8667,14.0000,0.2727,Day1
ZYDUSLIFE,29-Dec-2022,10800,0,0.2000,0.0000,0.0000,0.0000,59400,423.15,2.1499999999999773,60.84," 45.66",1,0,0.0000,-0.5000,0.0000,Day1
BANKNIFTY,20-Oct-2022,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day1
BANKNIFTY,03-Nov-2022,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day1
BANKNIFTY,10-Nov-2022,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day1
BANKNIFTY,17-Nov-2022,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day1
BANKNIFTY,30-Mar-2023,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day1
FINNIFTY,18-Oct-2022,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day1
FINNIFTY,01-Nov-2022,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day1
FINNIFTY,07-Nov-2022,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day1
FINNIFTY,22-Nov-2022,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day1
FINNIFTY,06-Dec-2022,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day1
FINNIFTY,13-Dec-2022,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day1
MIDCPNIFTY,06-Dec-2022,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day1
MIDCPNIFTY,13-Dec-2022,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day1
NIFTY,20-Oct-2022,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day1
NIFTY,03-Nov-2022,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day1
NIFTY,10-Nov-2022,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day1
NIFTY,17-Nov-2022,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day1
NIFTY,01-Dec-2022,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day1
NIFTY,08-Dec-2022,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day1
NIFTY,15-Dec-2022,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day1
NIFTY,28-Dec-2023,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day1
NIFTY,26-Jun-2025,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day1
NIFTY,25-Jun-2026,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day1
NIFTY,24-Jun-2027,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day1
BANKNIFTY,28-Sep-2023,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day1
FINNIFTY,15-Nov-2022,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day1
NIFTY,30-Mar-2023,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day1
NIFTY,29-Jun-2023,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day1
NIFTY,27-Jun-2024,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day1
NIFTY,26-Dec-2024,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day1
BANKNIFTY,29-Jun-2023,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day1
NIFTY,28-Sep-2023,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day1
NIFTY,24-Dec-2025,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day1
NIFTY,31-Dec-2026,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day1
AARTIIND,27-Oct-2022,2995400,1274150,-0.0020,-0.0106,-0.0432,0.4254,2708100,783.65,-0.39999999999997726,9396.27," 44.44",3783,1656,0.4377,-0.4218,0.2768,Day2
AARTIIND,24-Nov-2022,908650,190400,0.2787,0.0090,-0.0159,0.2095,736950,783.8,-0.15000000000009095,630.38," 44.44",463,30,0.0648,0.6477,0.1111,Day2
AARTIIND,29-Dec-2022,1700,13600,-0.7143,0.1429,-0.1600,8.0000,17850,783,0.4500000000000455,73.61," 44.44",9,9,1.0000,8.0000,8.0000,Day2
ABB,27-Oct-2022,288750,127250,-0.0060,0.0430,-0.0226,0.4407,1136250,3205.2,-62.90000000000009,15006.69," 46.50",1507,404,0.2681,-0.1418,2.4237,Day2
ABB,24-Nov-2022,750,2000,0.0000,0.0000,0.5054,2.6667,35000,3205.05,-64.04999999999973,1119.27," 46.50",0,8,0.0000,0.0000,0.0000,Day2
ABB,29-Dec-2022,0,0,0.0000,0.0000,0.0000,0.0000,0,3042.05,0,0," 46.50",0,0,0.0000,0.0000,0.0000,Day2
ABBOTINDIA,27-Oct-2022,14760,5920,0.0365,0.1045,0.0506,0.4011,51480,18152.05,-71.60000000000218,2400.93," 26.92",220,56,0.2545,2.1884,0.7500,Day2
ABBOTINDIA,24-Nov-2022,40,0,0.0000,0.0000,0.0606,0.0000,2800,18243.35,-48.75,94.89," 26.92",0,0,0.0000,0.0000,0.0000,Day2
ABBOTINDIA,29-Dec-2022,0,40,0.0000,0.0000,1.0000,0.0000,80,18474.05,-800.8500000000022,7.38," 26.92",0,0,0.0000,0.0000,0.0000,Day2
ABCAPITAL,27-Oct-2022,8699400,4930200,-0.0049,-0.0033,0.0163,0.5667,22501800,109.95,-0.5499999999999972,2787.48," 36.99",420,114,0.2714,-0.1954,-0.2785,Day2
ABCAPITAL,24-Nov-2022,183600,135000,0.7895,0.1364,0.1935,0.7353,799200,110.4,-0.6499999999999915,402.45," 36.99",22,3,0.1364,2.6667,0.0000,Day2
ABCAPITAL,29-Dec-2022,5400,0,0.0000,0.0000,0.0769,0.0000,75600,112.65,0.30000000000001137,18.26," 36.99",0,0,0.0000,0.0000,0.0000,Day2
ABFRL,27-Oct-2022,5296200,2828800,0.0205,0.0235,0.0018,0.5341,7274800,328.15,-0.5500000000000114,9170.7," 21.00",1792,565,0.3153,0.2333,0.2047,Day2
ABFRL,24-Nov-2022,80600,20800,0.0690,0.6000,0.0421,0.2581,257400,329.65,-0.20000000000004547,685.35," 21.00",7,5,0.7143,1.3333,1.5000,Day2
ABFRL,29-Dec-2022,0,0,0.0000,0.0000,0.0000,0.0000,7800,339.25,0,0," 21.00",0,0,0.0000,0.0000,0.0000,Day2
ACC,27-Oct-2022,2500000,905750,0.0604,0.0011,-0.0067,0.3623,4550000,2245,-16.25,28983.9," 23.12",11876,3980,0.3351,0.3763,0.0460,Day2
ACC,24-Nov-2022,7750,8750,0.1481,0.2069,0.1005,1.1290,109500,2253.7,-17.550000000000182,1050.03," 23.12",15,7,0.4667,0.5000,-0.5882,Day2
ACC,29-Dec-2022,0,0,0.0000,0.0000,-0.1212,0.0000,7250,2300.55,16.450000000000273,51.38," 23.12",0,0,0.0000,0.0000,0.0000,Day2
ADANIENT,27-Oct-2022,7814500,5695000,-0.0125,0.0061,-0.0065,0.7288,14647500,3209.9,-25.84999999999991,116359.75," 18.41",24221,19235,0.7941,-0.0252,0.0031,Day2
ADANIENT,24-Nov-2022,370500,412500,0.2309,0.3328,0.0376,1.1134,428000,3222.85,-27.90000000000009,6287.03," 18.41",536,592,1.1045,0.5811,0.7725,Day2
ADANIENT,29-Dec-2022,3000,500,0.0000,0.0000,-0.0204,0.1667,48000,3240.8,-24.549999999999727,720.86," 18.41",0,0,0.0000,-1.0000,0.0000,Day2
ADANIPORTS,27-Oct-2022,18928750,9505000,-0.0465,-0.0029,-0.0121,0.5021,69357500,780.85,-5.449999999999932,62159.73," 14.25",23542,10448,0.4438,-0.0687,-0.0813,Day2
ADANIPORTS,24-Nov-2022,1325000,630000,0.5362,0.1175,0.2757,0.4755,1642500,784.9,-5.350000000000023,6700.43," 14.25",921,252,0.2736,0.9228,0.3923,Day2
ADANIPORTS,29-Dec-2022,5000,11250,1.0000,0.1250,0.0282,2.2500,91250,789.1,-6.25,139.61," 14.25",2,1,0.5000,0.0000,0.0000,Day2
ALKEM,27-Oct-2022,114600,25000,0.0380,0.0000,0.0030,0.2182,330600,3116.55,-15,2072.35," 27.76",380,26,0.0684,0.4902,-0.5094,Day2
ALKEM,24-Nov-2022,0,0,0.0000,0.0000,0.7600,0.0000,8800,3083.65,-44.59999999999991,199.14," 27.76",0,0,0.0000,0.0000,0.0000,Day2
ALKEM,29-Dec-2022,0,0,0.0000,0.0000,0.0000,0.0000,1600,3152.8,0,0," 27.76",0,0,0.0000,0.0000,0.0000,Day2
AMARAJABAT,27-Oct-2022,1880000,967000,0.0341,-0.0369,-0.0851,0.5144,5190000,488.85,-3.099999999999966,8016.19," 22.66",996,427,0.4287,-0.0216,0.0702,Day2
AMARAJABAT,24-Nov-2022,20000,14000,0.1111,0.0769,1.0166,0.7000,2071000,487.7,-3.5,5815.48," 22.66",4,1,0.2500,-0.3333,0.0000,Day2
AMARAJABAT,29-Dec-2022,0,0,0.0000,0.0000,0.2683,0.0000,52000,490,0.44999999999998863,113.93," 22.66",0,0,0.0000,0.0000,0.0000,Day2
AMBUJACEM,27-Oct-2022,20368800,11410200,-0.0174,-0.0895,-0.0127,0.5602,60825600,502.75,4.399999999999977,70318.02," 28.32",15161,7238,0.4774,0.1096,-0.1132,Day2
AMBUJACEM,24-Nov-2022,599400,576000,0.1137,0.2955,0.0131,0.9610,1395000,505.05,4.949999999999989,1908.67," 28.32",91,105,1.1538,-0.6977,-0.4670,Day2
AMBUJACEM,29-Dec-2022,0,0,0.0000,0.0000,0.1600,0.0000,52200,507.45,6.949999999999989,100.44," 28.32",0,0,0.0000,0.0000,0.0000,Day2
APOLLOHOSP,27-Oct-2022,911125,410500,0.0226,0.0697,-0.0004,0.4505,1520625,4294.9,20.799999999999272,14023.06," 37.10",9040,3625,0.4010,0.5517,0.5373,Day2
APOLLOHOSP,24-Nov-2022,20500,16125,0.3782,0.1727,0.0907,0.7866,52625,4308.2,16.5,772.97," 37.10",86,53,0.6163,1.6875,9.6000,Day2
APOLLOHOSP,29-Dec-2022,0,0,0.0000,0.0000,-0.2000,0.0000,2500,4355,49.44999999999982,38.11," 37.10",0,0,0.0000,0.0000,0.0000,Day2
APOLLOTYRE,27-Oct-2022,8743000,5736500,-0.0024,-0.0482,0.0105,0.6561,13149500,271.55,-1.6999999999999886,9468.84," 19.10",1918,820,0.4275,-0.0031,-0.3121,Day2
APOLLOTYRE,24-Nov-2022,42000,28000,0.0909,0.0000,0.1357,0.6667,556500,272.55,-1.25,685.11," 19.10",2,0,0.0000,-0.6667,-1.0000,Day2
APOLLOTYRE,29-Dec-2022,0,0,0.0000,0.0000,0.0000,0.0000,24500,274.3,-1.9499999999999886,19.2," 19.10",0,0,0.0000,0.0000,0.0000,Day2
ASHOKLEY,27-Oct-2022,35980000,18455000,-0.0125,0.0129,-0.0053,0.5129,55020000,148.1,0.4000000000000057,16329.62," 38.04",6034,2525,0.4185,-0.0672,0.1050,Day2
ASHOKLEY,24-Nov-2022,815000,325000,0.6465,0.2264,-0.0140,0.3988,2110000,148.65,0.4000000000000057,1322.62," 38.04",119,25,0.2101,1.7045,1.7778,Day2
ASHOKLEY,29-Dec-2022,5000,0,0.0000,0.0000,0.0000,0.0000,335000,149.1,0.09999999999999432,37.45," 38.04",0,0,0.0000,0.0000,0.0000,Day2
ASIANPAINT,27-Oct-2022,3932200,1576600,0.0406,0.0084,0.0032,0.4009,5527600,3196.1,-23.40000000000009,34739.94," 60.50",24548,8363,0.3407,0.1668,-0.2206,Day2
ASIANPAINT,24-Nov-2022,172800,233600,0.1535,0.0926,0.4187,1.3519,193800,3205.3,-23.199999999999818,4749.58," 60.50",408,388,0.9510,0.0175,-0.0443,Day2
ASIANPAINT,29-Dec-2022,200,3400,0.0000,0.3077,0.0619,17.0000,24000,3220.65,-28.049999999999727,324.9," 60.50",0,6,0.0000,0.0000,0.0000,Day2
ASTRAL,27-Oct-2022,455675,134200,0.0042,-0.0240,0.0053,0.2945,1296900,2156.1,-4.800000000000182,7488.25," 33.88",2177,149,0.0684,1.7077,-0.0132,Day2
ASTRAL,24-Nov-2022,1375,3575,0.0000,-0.0714,0.0909,2.6000,36300,2161.05,-3.949999999999818,684.45," 33.88",0,2,0.0000,0.0000,-0.7500,Day2
ASTRAL,29-Dec-2022,0,0,0.0000,0.0000,0.1667,0.0000,1925,2175,-39,5.98," 33.88",0,0,0.0000,0.0000,0.0000,Day2
ATUL,27-Oct-2022,11925,2250,-0.0809,0.0714,0.0072,0.1887,156375,8789.9,28.850000000000364,2718.57," 40.12",75,3,0.0400,-0.4444,-0.2500,Day2
ATUL,24-Nov-2022,0,75,0.0000,0.0000,0.5714,0.0000,4125,8816.65,70.89999999999964,266.79," 40.12",0,0,0.0000,0.0000,0.0000,Day2
ATUL,29-Dec-2022,0,0,0.0000,0.0000,0.0000,0.0000,75,8700,0,0," 40.12",0,0,0.0000,0.0000,0.0000,Day2
AUBANK,27-Oct-2022,3395000,1692000,-0.1061,-0.1010,-0.0697,0.4984,6104000,599.2,17,27322.07," 55.82",7758,2810,0.3622,2.1691,1.6360,Day2
AUBANK,24-Nov-2022,8000,15000,0.3333,0.1538,-0.0775,1.8750,238000,599.5,16.049999999999955,1529.55," 55.82",3,6,2.0000,2.0000,2.0000,Day2
AUBANK,29-Dec-2022,0,0,0.0000,0.0000,-0.1489,0.0000,40000,601.5,18,71.88," 55.82",0,0,0.0000,0.0000,0.0000,Day2
AUROPHARMA,27-Oct-2022,3626000,2090000,0.0140,-0.0270,-0.0025,0.5764,13771000,515.6,-1.9499999999999318,7133.42," 42.36",3238,868,0.2681,0.1668,-0.1888,Day2
AUROPHARMA,24-Nov-2022,139000,86000,0.1583,0.1316,0.0711,0.6187,919000,517.5,-1.2000000000000455,964.18," 42.36",34,15,0.4412,0.0303,0.2500,Day2
AUROPHARMA,29-Dec-2022,0,0,0.0000,0.0000,0.0000,0.0000,59000,521.4,0,0," 42.36",0,0,0.0000,0.0000,0.0000,Day2
AXISBANK,27-Oct-2022,22225200,18493200,0.0655,0.1028,-0.0267,0.8321,42174000,803,-1.0499999999999545,148539.24," 46.35",40867,29632,0.7251,0.0217,0.0042,Day2
AXISBANK,24-Nov-2022,1334400,900000,0.1176,0.2000,0.1731,0.6745,3423600,805.8,-1.3000000000000682,13010.86," 46.35",977,517,0.5292,0.4453,0.2765,Day2
AXISBANK,29-Dec-2022,0,2400,0.0000,0.0000,-0.0396,0.0000,116400,809.6,-1.5,421.72," 46.35",0,0,0.0000,0.0000,-1.0000,Day2
BAJAJ-AUTO,27-Oct-2022,1719750,927500,0.9226,0.4487,0.0652,0.5393,2179750,3571.1,-36.84999999999991,43112.6," 51.39",17501,7573,0.4327,2.0948,1.9756,Day2
BAJAJ-AUTO,24-Nov-2022,9000,10750,1.2500,0.4828,0.0180,1.1944,691000,3555.1,-39.15000000000009,2725.29," 51.39",26,25,0.9615,7.6667,1.0833,Day2
BAJAJ-AUTO,29-Dec-2022,250,250,0.0000,0.0000,0.1429,1.0000,4000,3591.05,-0.9499999999998181,90.13," 51.39",0,1,0.0000,0.0000,0.0000,Day2
BAJAJFINSV,27-Oct-2022,4059000,1840000,-0.0173,0.0670,-0.0343,0.4533,6212500,1690.6,11.25,26649.18," 31.30",7244,3455,0.4769,0.2633,0.1559,Day2
BAJAJFINSV,24-Nov-2022,8500,21000,0.8889,0.3548,0.0631,2.4706,472000,1687.6,12.149999999999864,2297.52," 31.30",8,16,2.0000,1.0000,1.6667,Day2
BAJAJFINSV,29-Dec-2022,500,500,0.0000,0.0000,0.0000,1.0000,28500,1683.05,0.6499999999998636,93.14," 31.30",1,0,0.0000,0.0000,-1.0000,Day2
BAJFINANCE,27-Oct-2022,2475000,1389375,-0.0407,-0.0138,-0.0309,0.5614,4294625,7278.25,112.10000000000036,100559.91," 31.86",35590,14834,0.4168,1.0506,0.5677,Day2
BAJFINANCE,24-Nov-2022,110125,87625,0.0903,0.0702,0.2995,0.7957,173000,7308.9,114.75,7696.18," 31.86",415,241,0.5807,0.7511,0.3539,Day2
BAJFINANCE,29-Dec-2022,4125,6500,-0.0294,-0.0370,0.0000,1.5758,16125,7346.75,131.55000000000018,367.93," 31.86",9,6,0.6667,0.0000,0.2000,Day2
BALKRISIND,27-Oct-2022,471000,307800,0.0336,-0.0256,0.0033,0.6535,2164500,1905.4,-22.75,8778.79," 44.71",1754,459,0.2617,1.1898,1.0310,Day2
BALKRISIND,24-Nov-2022,1200,7800,0.3333,0.4444,0.3099,6.5000,83700,1907.75,-21.90000000000009,1059.37," 44.71",1,11,11.0000,0.0000,2.6667,Day2
BALKRISIND,29-Dec-2022,0,0,0.0000,0.0000,0.4286,0.0000,3000,1919.3,-21.40000000000009,40.65," 44.71",0,0,0.0000,0.0000,0.0000,Day2
BALRAMCHIN,27-Oct-2022,4774400,2545600,-0.0129,0.0218,-0.0139,0.5332,6929600,350.1,-4.949999999999989,7698.07," 20.53",4866,1661,0.3413,0.5042,0.8497,Day2
BALRAMCHIN,24-Nov-2022,19200,17600,-0.0769,0.1000,0.1289,0.9167,350400,351.8,-4.649999999999977,497.47," 20.53",8,1,0.1250,3.0000,-0.6667,Day2
BALRAMCHIN,29-Dec-2022,0,0,0.0000,0.0000,0.0000,0.0000,8000,359.2,0,0," 20.53",0,0,0.0000,0.0000,0.0000,Day2
BANDHANBNK,27-Oct-2022,11053800,5490000,0.0414,-0.0388,-0.0065,0.4967,24460200,265.9,0.9499999999999886,11691.17," 39.25",5754,1906,0.3312,0.1752,0.2844,Day2
BANDHANBNK,24-Nov-2022,126000,172800,1.2581,0.3521,0.0348,1.3714,534600,267,1.0500000000000114,684.69," 39.25",62,51,0.8226,9.3333,9.2000,Day2
BANDHANBNK,29-Dec-2022,0,1800,0.0000,0.0000,0.1034,0.0000,57600,268.2,1.1999999999999886,63.11," 39.25",0,0,0.0000,0.0000,0.0000,Day2
BANKBARODA,27-Oct-2022,32783400,21434400,0.0076,-0.0166,0.0223,0.6538,95758650,130.95,0.549999999999983,28540.25," 31.05",5284,2699,0.5108,-0.0386,-0.2204,Day2
