SYMBOL,SERIES,CLOSE_PRICE1,CLOSE_PRICE2,CLOSE_PRICE3,CLOSE_PRICE4,CLOSE_PRICE5,CLOSE_PRICE6,CLOSE_PRICE7,CLOSE_PRICE8,CLOSE_PRICE9,CLOSE_PRICE10,%P_CHANGE,TTL_TRD_QNTY1,TTL_TRD_QNTY2,TTL_TRD_QNTY3,TTL_TRD_QNTY4,TTL_TRD_QNTY5,TTL_TRD_QNTY6,TTL_TRD_QNTY7,TTL_TRD_QNTY8,TTL_TRD_QNTY9,TTL_TRD_QNTY10,%TTL_TRD_QNTY_CHANGE,DELIV_QTY1,DELIV_QTY2,DELIV_QTY3,DELIV_QTY4,DELIV_QTY5,DELIV_QTY6,DELIV_QTY7,DELIV_QTY8,DELIV_QTY9,DELIV_QTY10,DELIV_PER1,DELIV_PER2,DELIV_PER3,DELIV_PER4,DELIV_PER5,DELIV_PER6,DELIV_PER7,DELIV_PER8,DELIV_PER9,DELIV_PER10,CASHFLOW1,CASHFLOW2,CASHFLOW3,CASHFLOW4,CASHFLOW5,CASHFLOW6,CASHFLOW7,CASHFLOW8,CASHFLOW9,"SUM FUTSTK,XX1","SUM FUTSTK,XX2","SUM FUTSTK,XX3","SUM FUTSTK,XX4","SUM FUTSTK,XX5","SUM FUTSTK,XX6","SUM FUTSTK,XX7","SUM FUTSTK,XX8","SUM FUTSTK,XX9","SUM FUTSTK,XX10",%OI_CHANGE,"SUM AVG,VAL_INLAKH1","SUM AVG,VAL_INLAKH2","SUM AVG,VAL_INLAKH3","SUM AVG,VAL_INLAKH4","SUM AVG,VAL_INLAKH5","SUM AVG,VAL_INLAKH6","SUM AVG,VAL_INLAKH7","SUM AVG,VAL_INLAKH8","SUM AVG,VAL_INLAKH9","SUM AVG,VAL_INLAKH10",AVG_PRICE1,AVG_PRICE2,AVG_PRICE3,AVG_PRICE4,AVG_PRICE5,AVG_PRICE6,AVG_PRICE7,AVG_PRICE8,AVG_PRICE9,AVG_PRICE10
RANEENGINE," EQ",230.5,230.15,231.25,231.25,234.15,230.6,230.6,230.6,235.85,230.25,0.15207473386921325,1553,1555,549,549,753,4858,2583,3421,40783,3339,-0.0013," 614"," 915"," 437"," 437"," 622"," 1335"," 1748"," 2425"," 9246"," 1565"," 39.54"," 58.84"," 79.60"," 79.60"," 82.60"," 27.48"," 67.67"," 70.89"," 22.67"," 46.87",-142048.9,-212527.05000000002,-101532.58,-101532.58,145423.6,-309466.35,-407441.32,-565655.5,2208684.48,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,231.35,232.27,232.34,232.34,233.8,231.81,233.09,233.26,238.88,229.01
RANEHOLDIN," EQ",910.6,919.5,910.25,910.25,915.8,910.75,913.3,911.55,922.55,861.65,-0.9679173463839018,64850,17841,10224,10224,5781,24947,26591,22800,62506,4267,2.6349," 22001"," 11300"," 7005"," 7005"," 3314"," 15738"," 13849"," 13333"," 35161"," 3030"," 33.93"," 63.34"," 68.52"," 68.52"," 57.33"," 63.09"," 52.08"," 58.48"," 56.25"," 71.01",20151595.94,10341647,-6396055.350000001,6396055.350000001,3020942.98,-14335901.58,12816003.09,12166762.49,31956426.46,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,915.94,915.19,913.07,913.07,911.57,910.91,925.41,912.53,908.86,861
RATEGAIN," EQ",272.35,278.55,284.95,284.95,280.75,280.7,285.85,293.45,289.05,279.75,-2.2258122419673265,141734,104386,110974,110974,42022,81634,94916,450497,239381,105111,0.3578," 85502"," 53956"," 56514"," 56514"," 29555"," 44997"," 42930"," 362929"," 138887"," 41638"," 60.33"," 51.69"," 50.93"," 50.93"," 70.33"," 55.12"," 45.23"," 80.56"," 58.02"," 39.61",-23453198.6,-15111996.479999999,-16059018.240000002,16059018.240000002,-8325052.4,-12763399.049999999,-12428235,106127698.18,39813347.42,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,274.3,280.08,284.16,284.16,281.68,283.65,289.5,292.42,286.66,281.26
RATNAMANI," EQ",2060.05,2063.05,2065.15,2065.15,2113.25,2003.25,2014.6,1996.1,2013.3,2021.2,-0.1454157679164344,8164,17769,15446,15446,24791,6615,61411,13713,24361,38876,-0.5405," 2929"," 12071"," 4083"," 4083"," 6408"," 2342"," 9691"," 2724"," 13730"," 10307"," 35.88"," 67.93"," 26.43"," 26.43"," 25.85"," 35.40"," 15.78"," 19.86"," 56.36"," 26.51",6066984.149999999,-24859862.369999997,-8429190.18,-8429190.18,13479420.240000002,-4700979.5,19948342.04,-5445330.4799999995,-27563386.9,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,2071.35,2059.47,2064.46,2064.46,2103.53,2007.25,2058.44,1999.02,2007.53,2072.44
RAYMOND," EQ",1160.25,1126.5,1098.95,1098.95,1120.3,1134.4,1167.7,1154.05,1167.95,1134.7,2.9960053262316912,341967,345168,142460,142460,74215,206843,167051,246411,518622,878509,-0.0093," 96361"," 86286"," 48651"," 48651"," 35223"," 73182"," 49674"," 75410"," 78613"," 152631"," 28.18"," 25.00"," 34.15"," 34.15"," 47.46"," 35.38"," 29.74"," 30.60"," 15.16"," 17.37",110352617.2,-95342578.56,-54124724.01,-54124724.01,-39745985.43,-84397873.32,57736586.94,-87287829.1,-91085738.58000001,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,1145.2,1104.96,1112.51,1112.51,1128.41,1153.26,1162.31,1157.51,1158.66,1160.37
RBA," EQ",120.8,121.1,122.05,122.05,121.4,120.1,122.95,122.5,128,122.25,-0.24772914946325117,233409,443471,348675,348675,231705,1477983,318544,685814,1341402,1351260,-0.4737," 128447"," 240576"," 201240"," 201240"," 124270"," 879442"," 135028"," 325676"," 391768"," 844015"," 55.03"," 54.25"," 57.72"," 57.72"," 53.63"," 59.50"," 42.39"," 47.49"," 29.21"," 62.46",15624293.08,-29107290.24,-24458709.6,-24458709.6,15105018.5,-105656161.88,-16635449.6,-40445702.44,50020938.24,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,121.64,120.99,121.54,121.54,121.55,120.14,123.2,124.19,127.68,122.61
RBL," EQ",731.15,735.7,725.4,725.4,727.1,723.35,725.35,731.9,741.45,752.7,-0.6184586108468217,5923,8653,4287,4287,2030,4558,3319,25475,6997,5555,-0.3155," 1722"," 2292"," 1388"," 1388"," 840"," 1837"," 1569"," 4374"," 3228"," 3259"," 29.07"," 26.49"," 32.38"," 32.38"," 41.38"," 40.30"," 47.27"," 17.17"," 46.13"," 58.67",1267047.5999999999,1678660.8,-1010866.5199999999,1010866.5199999999,611612.4,-1335168.34,-1141023.87,-3230330.2199999997,-2408410.8000000003,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,735.8,732.4,728.29,728.29,728.11,726.82,727.23,738.53,746.1,748.44
RCF," EQ",103.2,103.6,101.9,101.9,99.15,99.3,98.95,97.25,95.05,92.65,-0.3861003861003779,3326213,4013556,4098757,4098757,614487,2791453,3281539,3887107,2894438,1824537,-0.1713," 1591065"," 1643508"," 1533074"," 1533074"," 417352"," 1219669"," 896372"," 1364929"," 1367665"," 699322"," 47.83"," 40.95"," 37.40"," 37.40"," 67.92"," 43.69"," 27.32"," 35.11"," 47.25"," 38.33",165979900.79999998,170185253.4,-156434870.96,156434870.96,-41539044.56,121466835.71000001,88050621.56,132998681.75999999,128984486.15,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,104.32,103.55,102.04,102.04,99.53,99.59,98.23,97.44,94.31,92.94
REDINGTON," EQ",135.7,135.85,137.3,137.3,140.55,138.1,136.25,138.25,138.75,137.25,-0.11041589988958829,554295,1386016,1014267,1014267,308735,2241469,1914868,1064575,959123,1260254,-0.6001," 347172"," 778177"," 583170"," 583170"," 216402"," 1247026"," 1300707"," 464452"," 516060"," 722895"," 62.63"," 56.14"," 57.50"," 57.50"," 70.09"," 55.63"," 67.93"," 43.63"," 53.81"," 57.36",-47128599,-106835920.33,-80215033.5,-80215033.5,30363364.62,172825333.34,-177598533.78,64791054,-71159513.39999999,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,135.75,137.29,137.55,137.55,140.31,138.59,136.54,139.5,137.89,138.27
REFEX," EQ",158.1,159.35,156.65,156.65,147.7,146.6,152,151.4,152.05,152.1,-0.7844367743959837,83435,84024,352810,352810,38102,109752,70472,90958,166716,140052,-0.0070," 34930"," 31546"," 100499"," 100499"," 19533"," 47237"," 21016"," 32356"," 40555"," 53392"," 41.86"," 37.54"," 28.49"," 28.49"," 51.27"," 43.04"," 29.82"," 35.57"," 24.33"," 38.12",-5499728.5,5055246.5,-15860752.18,15860752.18,-2879164.2,-7113892.2,-3196323.44,-4969558.04,-6230870.199999999,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,157.45,160.25,157.82,157.82,147.4,150.6,152.09,153.59,153.64,154.29
RELAXO," EQ",963.4,969.45,978.75,978.75,981.05,969.65,967.15,964.05,968.2,965,-0.6240651916034935,80045,82616,67883,67883,40454,121194,86228,151681,123300,791930,-0.0311," 45474"," 51431"," 26082"," 26082"," 26080"," 50550"," 38595"," 56957"," 65354"," 680503"," 56.81"," 62.25"," 38.42"," 38.42"," 64.47"," 41.71"," 44.76"," 37.55"," 53.00"," 85.93",-43955623.14,-50094822.62,-25579399.86,-25579399.86,25580307.2,49167963,-37359188.1,55210128.81,63305152.1,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,966.61,974.02,980.73,980.73,980.84,972.66,967.98,969.33,968.65,957.66
RELCHEMQ," EQ",192.8,191.95,191.05,191.05,194.6,193.35,188.9,190.85,189.7,189.15,0.4428236519927183,3227,9998,1935,1935,2391,5627,1380,8979,2510,2627,-0.6772," 2485"," 7565"," 973"," 973"," 1627"," 3116"," 623"," 5343"," 1498"," 1766"," 77.01"," 75.67"," 50.28"," 50.28"," 68.05"," 55.38"," 45.14"," 59.51"," 59.68"," 67.22",-480300.8,1481227,-186261.39,-186261.39,317492.77999999997,603008.3200000001,-118164.40999999999,1026176.58,286058.08,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,193.28,195.8,191.43,191.43,195.14,193.52,189.67,192.06,190.96,189.95
RELIGARE," EQ",176.95,175.75,180,180,175.55,174.3,176.6,177.55,178.95,182.95,0.6827880512090974,847399,347032,866518,866518,196945,697994,380384,967276,656413,1007440,1.4418," 301681"," 182368"," 385468"," 385468"," 132047"," 344886"," 160641"," 347346"," 352168"," 523025"," 35.60"," 52.55"," 44.48"," 44.48"," 67.05"," 49.41"," 42.23"," 35.91"," 53.65"," 51.92",53883243.410000004,-32368496.32,-69422786.8,69422786.8,23139916.28,-59937737.94,-28497713.400000002,-62022101.76,-63897361.92,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,178.61,177.49,180.1,180.1,175.24,173.79,177.4,178.56,181.44,183.85
REMSONSIND," EQ",223.7,225.55,225.7,225.7,222.25,222.1,219.65,221.4,221.85,218.6,-0.8202172467302251,4810,4198,3089,3089,1281,1604,5633,10501,5823,1922,0.1458," 1956"," 2190"," 1468"," 1468"," 1099"," 1110"," 4131"," 5764"," 3443"," 1008"," 40.67"," 52.17"," 47.52"," 47.52"," 85.79"," 69.20"," 73.34"," 54.89"," 59.13"," 52.45",-437048.64,490384.8,-327026.36,327026.36,244703.34,245398.80000000002,-905060.79,-1276264.88,771266.4299999999,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,223.44,223.92,222.77,222.77,222.66,221.08,219.09,221.42,224.01,218.5
RENUKA," EQ",56.1,58.5,57.25,57.25,59.45,58.65,61.45,62.5,62.95,61.5,-4.1025641025641,9847721,9855327,11451919,11451919,3700401,16548617,9649605,18566284,17036374,21675471,-0.0008," 3961201"," 2551110"," 4007431"," 4007431"," 1818640"," 5541256"," 2976563"," 3782837"," 3735978"," 5355470"," 40.22"," 25.89"," 34.99"," 34.99"," 49.15"," 33.48"," 30.85"," 20.37"," 21.93"," 24.71",-226184577.1,148270513.2,-231709660.42,-231709660.42,-108045402.39999999,-331311696.24,-183802765.25,237448678.49,233349185.88,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,57.1,58.12,57.82,57.82,59.41,59.79,61.75,62.77,62.46,62.04
REPCOHOME," EQ",215.5,220.6,215.9,215.9,219.3,219,217.25,221.1,212.25,211.1,-2.3118766999093356,170093,83292,35377,35377,13766,78990,61189,194493,69874,89039,1.0421," 80093"," 50833"," 18846"," 18846"," 8332"," 45358"," 29273"," 64504"," 35223"," 36358"," 47.09"," 61.03"," 53.27"," 53.27"," 60.53"," 57.42"," 47.84"," 33.17"," 50.41"," 40.83",-17649293.48,11274759.4,-4096366.56,-4096366.56,-1829290.6,10000078.26,-6392637.74,14347624.72,7430644.08,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,220.36,221.8,217.36,217.36,219.55,220.47,218.38,222.43,210.96,210
REPL," EQ",165.75,169.55,170.7,170.7,174.9,170.85,172.6,153.25,154.75,157.4,-2.2412267767620238,18239,17417,6771,6771,6216,45682,157654,9407,15474,8658,0.0472," 12007"," 11541"," 4484"," 4484"," 4542"," 28366"," 63701"," 5578"," 11706"," 5750"," 65.83"," 66.26"," 66.22"," 66.22"," 73.07"," 62.09"," 40.41"," 59.30"," 75.65"," 66.41",-2007090.1199999999,-1946505.06,-769678.6,-769678.6,793850.76,-4918664.4,11099262.24,-862358.7999999999,-1826955.42,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,167.16,168.66,171.65,171.65,174.78,173.4,174.24,154.6,156.07,157.05
REPRO," EQ",442.45,445.3,452.45,452.45,460.4,441.6,446.35,454.75,462.2,450.4,-0.6400179654165782,1817,1591,1555,1555,2194,1321,3303,1963,1875,1121,0.1420," 1575"," 862"," 1245"," 1245"," 1355"," 864"," 2098"," 1015"," 973"," 625"," 86.68"," 54.18"," 80.06"," 80.06"," 61.76"," 65.40"," 63.52"," 51.71"," 51.89"," 55.75",704119.5,-384676.12,-566201.1,-566201.1,622256.65,-383400,-941519.46,465732.75,445809.14,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,447.06,446.26,454.78,454.78,459.23,443.75,448.77,458.85,458.18,451.01
RESPONIND," EQ",136.8,137.7,136.55,136.55,138.4,136.1,137.45,138.3,137.9,138.15,-0.6535947712418136,4754,19718,7812,7812,5809,8074,2205,7182,12670,20453,-0.7589," 2470"," 9643"," 5670"," 5670"," 3777"," 4401"," 1417"," 4958"," 6914"," 11703"," 51.96"," 48.90"," 72.58"," 72.58"," 65.02"," 54.51"," 64.26"," 69.03"," 54.57"," 57.22",341008.2,1327262.5199999998,-772197.2999999999,-772197.2999999999,526815.96,-602144.82,-195078.38999999998,685542.66,-955929.6399999999,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,138.06,137.64,136.19,136.19,139.48,136.82,137.67,138.27,138.26,138.32
REVATHI," EQ",865.25,861.3,871.15,871.15,866.35,865.1,860.85,870.75,876.4,875.25,0.4586090792987398,1908,766,1450,1450,491,2228,1136,2770,1282,2205,1.4909," 1416"," 524"," 1073"," 1073"," 367"," 1584"," 891"," 1777"," 882"," 1331"," 74.21"," 68.41"," 74.00"," 74.00"," 74.75"," 71.10"," 78.43"," 64.15"," 68.80"," 60.36",1232500.56,452484.48,-925065.49,-925065.49,-318335.8,1379093.76,-771641.64,1572591.69,776795.04,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,870.41,863.52,862.13,862.13,867.4,870.64,866.04,884.97,880.72,874.94
RGL," EQ",110.8,112.4,112.55,112.55,113.15,111.4,112.7,113.55,120.95,111.55,-1.4234875444839932,71685,76141,58301,58301,40542,77703,84824,397991,307299,73896,-0.0585," 16983"," 8896"," 13290"," 13290"," 12424"," 10604"," 11118"," 97299"," 88727"," 5729"," 23.69"," 11.68"," 22.80"," 22.80"," 30.64"," 13.65"," 13.11"," 24.45"," 28.87"," 7.75",-1898189.91,-1000088.3200000001,-1494194.7000000002,-1494194.7000000002,1416336,-1185845.32,-1257890.52,-11649609.27,10631269.139999999,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,111.77,112.42,112.43,112.43,114,111.83,113.14,119.73,119.82,112.05
RHIM," EQ",714.5,708.15,710.05,710.05,718.1,707.15,730.95,713,718.35,671.25,0.8967026759867293,192363,183655,152891,152891,59139,273910,625297,630831,2259892,159953,0.0474," 79979"," 83794"," 51876"," 51876"," 35593"," 97544"," 147671"," 176662"," 461064"," 65663"," 41.58"," 45.63"," 33.93"," 33.93"," 60.19"," 35.61"," 23.62"," 28.00"," 20.40"," 41.05",-56941049.050000004,59806291.620000005,-36826772.4,-36826772.4,-25543672.38,-70033665.68,107266737.69,127421000.74,328946110.8,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,711.95,713.73,709.9,709.9,717.66,717.97,726.39,721.27,713.45,670.65
RICOAUTO," EQ",59.1,60.3,60.35,60.35,57.95,57.2,57.15,57,57.85,57.3,-1.990049751243774,568288,693489,1467617,1467617,159985,302611,227630,309811,467078,489958,-0.1805," 283149"," 361707"," 627330"," 627330"," 125617"," 136088"," 80611"," 145806"," 163540"," 214571"," 49.82"," 52.16"," 42.74"," 42.74"," 78.52"," 44.97"," 35.41"," 47.06"," 35.01"," 43.79",-17014423.41,22074978.21,-37947191.7,37947191.7,7261918.7700000005,7864525.52,-4606918.649999999,-8379470.82,9534382,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,60.09,61.03,60.49,60.49,57.81,57.79,57.15,57.47,58.3,56.94
RIIL," EQ",1098.25,1103.2,1106.4,1106.4,1107.9,1105.25,1134.6,1138.25,1148.2,1139.75,-0.4486947063089236,330079,293044,417608,417608,127668,499021,342877,662714,595098,639044,0.1264," 51681"," 52869"," 79464"," 79464"," 40432"," 106685"," 59093"," 118287"," 103152"," 89607"," 15.66"," 18.04"," 19.03"," 19.03"," 31.67"," 21.38"," 17.23"," 17.85"," 17.33"," 14.02",-56987088.27,-58355744.82,-88440253.44,88440253.44,-44809168.32,-119422122.15,-66978960.85,135742612.59,118332879.84,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,1102.67,1103.78,1112.96,1112.96,1108.26,1119.39,1133.45,1147.57,1147.17,1125.06
RITES," EQ",374.85,361.7,382.45,382.45,367.95,364.85,374.3,379.75,388.15,379.4,3.6356096212330757,1397596,1107151,1216408,1216408,145524,570224,696051,1136984,1608305,1879091,0.2623," 343203"," 429178"," 276600"," 276600"," 77699"," 174461"," 182371"," 276855"," 265645"," 281291"," 24.56"," 38.76"," 22.74"," 22.74"," 53.39"," 30.60"," 26.20"," 24.35"," 16.52"," 14.97",127407249.69000001,-157800167.04,-104637780,104637780,28597893.94,-64208626.440000005,-68618912.46,-106292940.15,102278637.89999999,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,371.23,367.68,378.3,378.3,368.06,368.04,376.26,383.93,385.02,376.36
RKEC," EQ",46.85,47.15,48.65,48.65,49.6,51.05,50.15,48.95,44.85,44.85,-0.6362672322375338,23180,24508,7022,7022,18965,31292,301442,379516,10431,13168,-0.0542," 16626"," 16498"," 4000"," 4000"," 11490"," 17851"," 110797"," 108847"," 7730"," 7972"," 71.73"," 67.32"," 56.96"," 56.96"," 60.59"," 57.05"," 36.76"," 28.68"," 74.11"," 60.54",-782752.08,-789264.3200000001,-196040,-196040,575534.1000000001,-892907.02,5766983.85,5470650.22,-346304,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,47.08,47.84,49.01,49.01,50.09,50.02,52.05,50.26,44.8,44.85
RKFORGE," EQ",222.75,226.15,223.4,223.4,232.15,228.95,228.5,232,231.95,230.55,-1.5034269290294078,427088,514333,641500,641500,426387,840614,771308,1155488,1143128,2927934,-0.1696," 181190"," 215723"," 349104"," 349104"," 314092"," 338291"," 457022"," 532383"," 674544"," 1107120"," 42.42"," 41.94"," 54.42"," 54.42"," 73.66"," 40.24"," 59.25"," 46.07"," 59.01"," 37.81",-40883711.599999994,48904404.099999994,-78461124,-78461124,73136322.2,-77837376.19,-105393843.42,124023943.68,156143445.12,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,225.64,226.7,224.75,224.75,232.85,230.09,230.61,232.96,231.48,228.72
RML," EQ",369.55,373.75,376.9,376.9,385,383.7,366.5,367.65,369.25,362.8,-1.1237458193979903,4491,5407,6523,6523,6168,97189,5027,6620,4921,3685,-0.1694," 2912"," 3468"," 3910"," 3910"," 3979"," 21887"," 3555"," 4030"," 2621"," 2146"," 64.84"," 64.14"," 59.94"," 59.94"," 64.51"," 22.52"," 70.72"," 60.88"," 53.26"," 58.24",-1083584.32,-1297413.48,-1473405.3,-1473405.3,1535018.6199999999,8331724.29,-1309590.9,1495130,965759.8700000001,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,372.11,374.11,376.83,376.83,385.78,380.67,368.38,371,368.47,361.42
ROHLTD," EQ",260.25,266.7,264.45,264.45,270.95,269.4,275.9,283.75,282.1,287.35,-2.418447694038241,41213,42950,47924,47924,37045,66041,93940,80706,120438,270116,-0.0404," 27059"," 24559"," 31578"," 31578"," 19641"," 38197"," 38122"," 32869"," 61420"," 109163"," 65.66"," 57.18"," 65.89"," 65.89"," 53.02"," 57.84"," 40.58"," 40.73"," 51.00"," 40.41",-7116517,6573461.94,-8410168.74,-8410168.74,5356100.7,-10380798.69,-10502229.780000001,9344985.39,17437138,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,263,267.66,266.33,266.33,272.7,271.77,275.49,284.31,283.9,281.49
ROLEXRINGS," EQ",2046.5,2102.2,2075.5,2075.5,2019.95,2011,2049.2,2072,2052.6,1998.6,-2.649605175530388,62091,25911,56458,56458,22277,20461,21483,22222,33059,26579,1.3963," 23251"," 10245"," 19906"," 19906"," 9594"," 9713"," 9195"," 8254"," 12766"," 9165"," 37.45"," 39.54"," 35.26"," 35.26"," 43.07"," 47.47"," 42.80"," 37.14"," 38.62"," 34.48",-48641557.02,21573511.200000003,-41399901.62,41399901.62,19517362.02,-19686308.4,19043488.650000002,17064154.52,25871575.599999998,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,2092.02,2105.76,2079.77,2079.77,2034.33,2026.8,2071.07,2067.38,2026.6,1996.5
ROLLT," EQ",1.25,1.25,1.3,1.3,1.25,1.25,1.3,1.3,1.3,1.3,0,361078,64173,339178,339178,303181,597682,192813,251597,666231,475766,4.6266," 315579"," 33794"," 197948"," 197948"," 246301"," 494926"," 132792"," 196148"," 305433"," 378786"," 87.40"," 52.66"," 58.36"," 58.36"," 81.24"," 82.81"," 68.87"," 77.96"," 45.84"," 79.62",-397629.54,43256.32,-251393.96,251393.96,-305413.24,-623606.76,-169973.76,-253030.92,-397062.9,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,1.26,1.28,1.27,1.27,1.24,1.26,1.28,1.29,1.3,1.32
ROSSARI," EQ",894.15,900.9,906.8,906.8,896.6,876.15,905.1,910.05,915.65,915.9,-0.7492507492507493,10307,11448,30733,30733,6546,38663,16639,17578,22944,22027,-0.0997," 6387"," 5443"," 7839"," 7839"," 3038"," 14929"," 6971"," 5509"," 8679"," 6856"," 61.97"," 47.55"," 25.51"," 25.51"," 46.41"," 38.61"," 41.90"," 31.34"," 37.83"," 31.13",-5735845.35,-4921723.89,-7121261.16,7121261.16,2710959.3000000003,-13281584.85,-6328204.09,-5050430.84,7972789.77,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,898.05,904.23,908.44,908.44,892.35,889.65,907.79,916.76,918.63,914.08
ROSSELLIND," EQ",280.35,280.65,280.85,280.85,287.2,282.7,283.45,283.55,279.25,280.65,-0.10689470871190257,23717,22215,20051,20051,17924,63410,22021,45979,30181,39277,0.0676," 17206"," 13705"," 10915"," 10915"," 10947"," 24783"," 11136"," 20373"," 19832"," 20881"," 72.55"," 61.69"," 54.44"," 54.44"," 61.07"," 39.08"," 50.57"," 44.31"," 65.71"," 53.16",4832649.22,-3847815.8,-3082068.5500000003,-3082068.5500000003,-3134126.1,7184839.53,-3145474.5599999996,5842568.9399999995,5597582,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,280.87,280.76,282.37,282.37,286.3,289.91,282.46,286.78,282.25,280.35
ROTO," EQ",412.3,412.65,409,409,411.95,408.35,410.05,412.6,411.25,411.7,-0.0848176420695422,5010,8390,3705,3705,7246,15479,11490,3823,6629,6662,-0.4029," 2698"," 6166"," 2506"," 2506"," 5415"," 13886"," 9259"," 2721"," 4328"," 4174"," 53.85"," 73.49"," 67.64"," 67.64"," 74.73"," 89.71"," 80.58"," 71.17"," 65.29"," 62.65",1120641.28,2549825.98,-1028863.36,-1028863.36,2237207.25,-5701313.88,-3808411.88,1124643.72,1782659.92,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,415.36,413.53,410.56,410.56,413.15,410.58,411.32,413.32,411.89,409.21
ROUTE," EQ",1308.6,1319.45,1333.15,1333.15,1333.1,1307.75,1392.6,1370.7,1380.5,1381.9,-0.8223123271060014,88044,87148,140931,140931,67286,578133,197884,56533,57393,106045,0.0103," 43733"," 36650"," 61625"," 61625"," 34523"," 237739"," 45883"," 25681"," 19619"," 29069"," 49.67"," 42.05"," 43.73"," 43.73"," 51.31"," 41.12"," 23.19"," 45.43"," 34.18"," 27.41",-57557001.3,-48609628,-82289095,-82289095,46144822.720000006,-315524823.41,64258682.67,-35352978.22,-27165448.35,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,1316.1,1326.32,1335.32,1335.32,1336.64,1327.19,1400.49,1376.62,1384.65,1392.18
RPGLIFE," EQ",815.65,841.6,837.85,837.85,830.15,822.25,828.65,855.8,821.9,808.7,-3.0834125475285226,30761,24748,28554,28554,12732,34694,60137,214863,151964,54293,0.2430," 17642"," 16235"," 13924"," 13924"," 8802"," 16536"," 24035"," 87991"," 51674"," 19128"," 57.35"," 65.60"," 48.76"," 48.76"," 69.13"," 47.66"," 39.97"," 40.95"," 34.00"," 35.23",-14592403.879999999,-13624087.299999999,-11708691.6,11708691.6,7335146.7,-13661712.479999999,-20185314.05,74565333.22,42456908.62,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,827.14,839.18,840.9,840.9,833.35,826.18,839.83,847.42,821.63,802.99
